pclass;survived;sex;age;sibsp;parch;ticket;fare;cabin;embarked
3;0;female;;0;0;330935;8,1375;;Q
3;0;male;24;0;0;342441;8,0500;;S
3;0;female;28;0;0;349245;7,8958;;S
3;0;male;19;0;0;349212;7,8958;;S
3;0;male;;0;0;349215;7,8958;;S
3;0;male;25;1;0;347076;7,7750;;S
3;0;female;18;0;0;347087;7,7750;;S
3;1;male;32;0;0;SOTON/O.Q. 392078;8,0500;E10;S
3;0;male;;0;0;349227;7,8958;;S
3;0;male;17;0;0;315095;8,6625;;S
3;0;male;24;0;0;315092;8,6625;;S
3;0;male;;0;0;349223;7,8958;;S
3;0;female;;0;0;65305;8,1125;;S
3;0;male;;0;0;2629;7,2292;;C
3;0;male;;0;0;362316;7,2500;;S
3;0;male;38;0;0;349249;7,8958;;S
3;0;male;21;0;0;342684;8,0500;;S
3;0;male;10;4;1;382652;29,1250;;Q
3;0;male;4;4;1;382652;29,1250;;Q
3;0;male;7;4;1;382652;29,1250;;Q
3;0;male;2;4;1;382652;29,1250;;Q
3;0;male;8;4;1;382652;29,1250;;Q
3;0;female;39;0;5;382652;29,1250;;Q
3;0;female;22;0;0;3101295;39,6875;;S
3;0;male;35;0;0;STON/O 2. 3101273;7,1250;;S
3;1;female;;0;0;334915;7,7208;;Q
3;0;male;;0;0;364498;14,5000;;S
3;0;female;;0;0;364498;14,5000;;S
3;0;male;50;1;0;A/5. 3337;14,5000;;S
3;0;female;47;1;0;A/5. 3337;14,5000;;S
3;0;male;;0;0;S.C./A.4. 23567;8,0500;;S
3;0;male;;0;0;312993;7,7750;;S
3;0;female;2;1;1;370129;20,2125;;S
3;0;male;18;1;1;370129;20,2125;;S
3;0;female;41;0;2;370129;20,2125;;S
3;1;female;;0;0;342712;8,0500;;S
3;0;male;50;0;0;A/5 3594;8,0500;;S
3;0;male;16;0;0;A/4. 20589;8,0500;;S
3;1;male;;0;0;383162;7,7500;;Q
3;0;male;;0;0;371110;24,1500;;Q
3;0;male;;0;0;2671;7,2292;;C
3;0;male;25;0;0;2672;7,2250;;C
3;0;male;;0;0;2676;7,2250;;C
3;0;male;;0;0;367655;7,7292;;Q
3;0;male;;0;0;LP 1588;7,5750;;S
3;0;male;38,5;0;0;SOTON/O.Q. 3101262;7,2500;;S
3;0;male;;8;2;CA. 2343;69,5500;;S
3;0;male;14,5;8;2;CA. 2343;69,5500;;S
3;0;female;;8;2;CA. 2343;69,5500;;S
3;0;female;;8;2;CA. 2343;69,5500;;S
3;0;female;;8;2;CA. 2343;69,5500;;S
3;0;female;;8;2;CA. 2343;69,5500;;S
3;0;male;;8;2;CA. 2343;69,5500;;S
3;0;male;;8;2;CA. 2343;69,5500;;S
3;0;male;;8;2;CA. 2343;69,5500;;S
3;0;male;;1;9;CA. 2343;69,5500;;S
3;0;female;;1;9;CA. 2343;69,5500;;S
3;0;male;24;0;0;7266;9,3250;;S
3;1;female;21;0;0;343120;7,6500;;S
3;0;male;39;0;0;3101296;7,9250;;S
3;0;male;;2;0;2662;21,6792;;C
3;0;male;;2;0;2662;21,6792;;C
3;0;male;;2;0;2662;21,6792;;C
3;1;female;1;1;1;PP 9549;16,7000;G6;S
3;1;female;24;0;2;PP 9549;16,7000;G6;S
3;1;female;4;1;1;PP 9549;16,7000;G6;S
3;1;male;25;0;0;345768;9,5000;;S
3;0;male;20;0;0;A/5. 2151;8,0500;;S
3;0;male;24,5;0;0;342826;8,0500;;S
3;0;male;;0;0;36209;7,7250;;Q
3;0;male;;0;0;349222;7,8958;;S
3;0;male;;0;0;370374;7,7500;;Q
3;1;male;29;0;0;345779;9,5000;;S
3;0;male;;0;0;C.A. 6212;15,1000;;S
3;1;female;;0;0;330968;7,7792;;Q
3;0;male;;0;0;374910;8,0500;;S
3;0;male;;0;0;SOTON/OQ 392082;8,0500;;S
3;0;male;22;0;0;2669;7,2292;;C
3;0;male;;0;0;392092;8,0500;;S
3;0;male;40;0;0;349251;7,8958;;S
3;0;male;21;0;0;STON/O 2. 3101280;7,9250;;S
3;1;female;18;0;0;3101265;7,4958;;S
3;0;male;4;3;2;347088;27,9000;;S
3;0;male;10;3;2;347088;27,9000;;S
3;0;female;9;3;2;347088;27,9000;;S
3;0;female;2;3;2;347088;27,9000;;S
3;0;male;40;1;4;347088;27,9000;;S
3;0;female;45;1;4;347088;27,9000;;S
3;0;male;;0;0;349214;7,8958;;S
3;0;male;;0;0;SOTON/OQ 392086;8,0500;;S
3;0;male;;0;0;315037;8,6625;;S
3;0;male;;0;0;384461;7,7500;;Q
3;1;female;;0;0;335432;7,7333;;Q
3;0;male;19;0;0;348124;7,6500;F G73;S
3;0;male;30;0;0;A.5. 18509;8,0500;;S
3;0;male;;0;0;A.5. 3236;8,0500;;S
3;0;male;32;0;0;STON/OQ. 369943;8,0500;;S
3;0;male;;0;0;349208;7,8958;;S
3;0;male;33;0;0;349239;8,6625;;C
3;1;female;23;0;0;CA. 2314;7,5500;;S
3;0;male;21;0;0;A/4 45380;8,0500;;S
3;0;male;60,5;0;0;3701;;;S
3;0;male;19;0;0;349205;7,8958;;S
3;0;female;22;0;0;7553;9,8375;;S
3;1;male;31;0;0;STON/O 2. 3101288;7,9250;;S
3;0;male;27;0;0;315083;8,6625;;S
3;0;female;2;0;1;347054;10,4625;G6;S
3;0;female;29;1;1;347054;10,4625;G6;S
3;1;male;16;0;0;SOTON/OQ 392089;8,0500;;S
3;1;male;44;0;0;STON/O 2. 3101269;7,9250;;S
3;0;male;25;0;0;SOTON/OQ 392076;7,0500;;S
3;0;male;74;0;0;347060;7,7750;;S
3;1;male;14;0;0;7538;9,2250;;S
3;0;male;24;0;0;350035;7,7958;;S
3;1;male;25;0;0;350033;7,7958;;S
3;0;male;34;0;0;363294;8,0500;;S
3;1;male;0,4167;0;1;2625;8,5167;;C
3;0;male;;1;0;2621;6,4375;;C
3;0;male;;0;0;2681;6,4375;;C
3;0;male;;0;0;2684;7,2250;;C
3;1;female;16;1;1;2625;8,5167;;C
3;0;male;;0;0;32302;8,0500;;S
3;0;male;;1;0;376564;16,1000;;S
3;1;female;;1;0;376564;16,1000;;S
3;0;male;32;0;0;STON/O 2. 3101293;7,9250;;S
3;0;male;;0;0;383121;7,7500;F38;Q
3;0;male;;0;0;349216;7,8958;;S
3;0;male;30,5;0;0;364499;8,0500;;S
3;0;male;44;0;0;364511;8,0500;;S
3;0;male;;0;0;2673;7,2292;;C
3;1;male;25;0;0;LINE;0,0000;;S
3;0;male;;0;0;2641;7,2292;;C
3;1;male;7;1;1;2650;15,2458;;C
3;1;female;9;1;1;2650;15,2458;;C
3;1;female;29;0;2;2650;15,2458;;C
3;0;male;36;0;0;349247;7,8958;;S
3;1;female;18;0;0;4138;9,8417;;S
3;1;female;63;0;0;4134;9,5875;;S
3;0;male;;1;1;A/5. 851;14,5000;;S
3;0;male;11,5;1;1;A/5. 851;14,5000;;S
3;0;male;40,5;0;2;A/5. 851;14,5000;;S
3;0;female;10;0;2;345773;24,1500;;S
3;0;male;36;1;1;345773;24,1500;;S
3;0;female;30;1;1;345773;24,1500;;S
3;0;male;;0;0;345777;9,5000;;S
3;0;male;33;0;0;345780;9,5000;;S
3;0;male;28;0;0;345770;9,5000;;S
3;0;male;28;0;0;345783;9,5000;;S
3;0;male;47;0;0;345765;9,0000;;S
3;0;female;18;2;0;345764;18,0000;;S
3;0;male;31;3;0;345763;18,0000;;S
3;0;male;16;2;0;345764;18,0000;;S
3;0;female;31;1;0;345763;18,0000;;S
3;1;male;22;0;0;2658;7,2250;;C
3;0;male;20;0;0;350416;7,8542;;S
3;0;female;14;0;0;350406;7,8542;;S
3;0;male;22;0;0;349252;7,8958;;S
3;0;male;22;0;0;345767;9,0000;;S
3;0;male;;0;0;359309;8,0500;;S
3;0;male;;0;0;C.A. 49867;7,5500;;S
3;0;male;;0;0;SOTON/OQ 3101316;8,0500;;S
3;0;male;32,5;0;0;345775;9,5000;;S
3;1;female;38;0;0;2688;7,2292;;C
3;0;male;51;0;0;347064;7,7500;;S
3;0;male;18;1;0;3101267;6,4958;;S
3;0;male;21;1;0;3101266;6,4958;;S
3;1;female;47;1;0;363272;7,0000;;S
3;0;male;;0;0;3410;8,7125;;S
3;0;male;;0;0;S.O./P.P. 751;7,5500;;S
3;0;male;;0;0;A/5 2466;8,0500;;S
3;0;male;28,5;0;0;54636;16,1000;;S
3;0;male;21;0;0;SOTON/OQ 3101317;7,2500;;S
3;0;male;27;0;0;315154;8,6625;;S
3;0;male;;0;0;A/4. 34244;7,2500;;S
3;0;male;36;0;0;345771;9,5000;;S
3;0;male;27;1;0;2659;14,4542;;C
3;1;female;15;1;0;2659;14,4542;;C
3;0;male;45,5;0;0;2628;7,2250;;C
3;0;male;;0;0;2647;7,2250;;C
3;0;male;;0;0;2627;14,4583;;C
3;0;female;14,5;1;0;2665;14,4542;;C
3;0;female;;1;0;2665;14,4542;;C
3;0;male;26,5;0;0;2656;7,2250;;C
3;0;male;27;0;0;2670;7,2250;;C
3;0;male;29;0;0;315082;7,8750;;S
;;;;;;;;;
